Institute,Course,Quota,Candidate Category,Min_Rank,Max_Rank,Count,Percentile_40,Most_Probable_Round
"SYMBIOSIS MEDICAL COLLEGE FOR WOMEN PUNE, Gram Lavale Tal Mulshi Pune, Maharashtra, 412115 (Female Seat only )",MBBS,Non-Resident Indian,OBC,372825,423455,4,38220.0,R1
"Sagar Dutta Medical College & Hospital, Kolkata, 578, B.T. Road, Kamarhati, Kolkata, West Bengal, 700058",MBBS,All India,EWS,9393,15720,4,12848.800000000001,R1
"Sagar Dutta Medical College & Hospital, Kolkata, 578, B.T. Road, Kamarhati, Kolkata, West Bengal, 700058",MBBS,All India,General,6098,14445,9,12848.800000000001,R3
"Sagar Dutta Medical College & Hospital, Kolkata, 578, B.T. Road, Kamarhati, Kolkata, West Bengal, 700058",MBBS,All India,OBC,8704,15619,11,12848.800000000001,R3
"Sagar Dutta Medical College & Hospital, Kolkata, 578, B.T. Road, Kamarhati, Kolkata, West Bengal, 700058",MBBS,All India,OBC PwD,781048,781048,1,12848.800000000001,R2
"Sagar Dutta Medical College & Hospital, Kolkata, 578, B.T. Road, Kamarhati, Kolkata, West Bengal, 700058",MBBS,All India,SC,48047,98479,5,12848.800000000001,R1
"Sagar Dutta Medical College & Hospital, Kolkata, 578, B.T. Road, Kamarhati, Kolkata, West Bengal, 700058",MBBS,All India,ST,100993,131871,3,12848.800000000001,R3
"Saheed Laxman Nayak Med. College and Hos., Koraput, AT- JANIGUDA, KORAPU T, Odisha, 764020",MBBS,All India,EWS,18161,25470,3,21168.2,R1
"Saheed Laxman Nayak Med. College and Hos., Koraput, AT- JANIGUDA, KORAPU T, Odisha, 764020",MBBS,All India,General,11234,22840,8,21168.2,R1
"Saheed Laxman Nayak Med. College and Hos., Koraput, AT- JANIGUDA, KORAPU T, Odisha, 764020",MBBS,All India,OBC,11435,23644,17,21168.2,R3
"Saheed Laxman Nayak Med. College and Hos., Koraput, AT- JANIGUDA, KORAPU T, Odisha, 764020",MBBS,All India,SC,53807,96023,6,21168.2,R1
"Saheed Laxman Nayak Med. College and Hos., Koraput, AT- JANIGUDA, KORAPU T, Odisha, 764020",MBBS,All India,ST,109309,151427,4,21168.2,R1
"Saheed Rendo Majhi Medical College & Hospital, Bhawanipatna, Kalahandi, Odi sha, At - Bhangabari, P.O. - Uditnarayanpu r, Bhawanipatna, Dist - Kalahandi, Odisha, 766002",MBBS,All India,EWS,18919,26201,4,23483.6,R3
"Saheed Rendo Majhi Medical College & Hospital, Bhawanipatna, Kalahandi, Odi sha, At - Bhangabari, P.O. - Uditnarayanpu r, Bhawanipatna, Dist - Kalahandi, Odisha, 766002",MBBS,All India,General,16797,23637,7,23483.6,R3
"Saheed Rendo Majhi Medical College & Hospital, Bhawanipatna, Kalahandi, Odi sha, At - Bhangabari, P.O. - Uditnarayanpu r, Bhawanipatna, Dist - Kalahandi, Odisha, 766002",MBBS,All India,OBC,18037,24026,9,23483.6,R3
"Saheed Rendo Majhi Medical College & Hospital, Bhawanipatna, Kalahandi, Odi sha, At - Bhangabari, P.O. - Uditnarayanpu r, Bhawanipatna, Dist - Kalahandi, Odisha, 766002",MBBS,All India,SC,92804,113076,4,23483.6,R2
"Saheed Rendo Majhi Medical College & Hospital, Bhawanipatna, Kalahandi, Odi sha, At - Bhangabari, P.O. - Uditnarayanpu r, Bhawanipatna, Dist - Kalahandi, Odisha, 766002",MBBS,All India,ST,159458,159458,1,23483.6,R3
"Saheed Rendo Majhi Medical College & Hospital, Bhawanipatna, Kalahandi, Odisha, At -",MBBS,All India,ST,130952,130952,1,130952.0,R1
"Santosh Dental College and Hospital, Ghaziabad, No.1, Santosh Nagar, Ghaziabad, NCR Delhi, Uttar Pradesh, 201009",BDS,Deemed/Paid Seats Quota,EWS,474063,1129540,5,664172.4,R1
"Santosh Dental College and Hospital, Ghaziabad, No.1, Santosh Nagar, Ghaziabad, NCR Delhi, Uttar Pradesh, 201009",BDS,Deemed/Paid Seats Quota,General,178892,1162095,54,664172.4,R1
"Santosh Dental College and Hospital, Ghaziabad, No.1, Santosh Nagar, Ghaziabad, NCR Delhi, Uttar Pradesh, 201009",BDS,Deemed/Paid Seats Quota,OBC,275447,1191847,30,664172.4,R1
"Santosh Dental College and Hospital, Ghaziabad, No.1, Santosh Nagar, Ghaziabad, NCR Delhi, Uttar Pradesh, 201009",BDS,Deemed/Paid Seats Quota,SC,350617,1189305,17,664172.4,R1
"Santosh Dental College and Hospital, Ghaziabad, No.1, Santosh Nagar, Ghaziabad, NCR Delhi, Uttar Pradesh, 201009",BDS,Deemed/Paid Seats Quota,ST,242140,242140,1,664172.4,R1
"Santosh Medical College and Hospital, Ghaziabad, No.1, Santosh Nagar, Ghaziabad, NCR Delhi, Uttar Pradesh, 201009",MBBS,Deemed/Paid Seats Quota,EWS,529961,529961,1,551552.0,R1
"Santosh Medical College and Hospital, Ghaziabad, No.1, Santosh Nagar, Ghaziabad, NCR Delhi, Uttar Pradesh, 201009",MBBS,Deemed/Paid Seats Quota,General,81341,671408,156,551552.0,R1
"Santosh Medical College and Hospital, Ghaziabad, No.1, Santosh Nagar, Ghaziabad, NCR Delhi, Uttar Pradesh, 201009",MBBS,Deemed/Paid Seats Quota,OBC,82917,672540,33,551552.0,R1
"Santosh Medical College and Hospital, Ghaziabad, No.1, Santosh Nagar, Ghaziabad, NCR Delhi, Uttar Pradesh, 201009",MBBS,Deemed/Paid Seats Quota,SC,369160,599861,10,551552.0,R2
"Santosh Medical College and Hospital, Ghaziabad, No.1, Santosh Nagar, Ghaziabad, NCR Delhi, Uttar Pradesh, 201009",MBBS,Non-Resident Indian,EWS,847297,847297,1,551552.0,R2
"Santosh Medical College and Hospital, Ghaziabad, No.1, Santosh Nagar, Ghaziabad, NCR Delhi, Uttar Pradesh, 201009",MBBS,Non-Resident Indian,General,711518,1139801,13,551552.0,R1
"Santosh Medical College and Hospital, Ghaziabad, No.1, Santosh Nagar, Ghaziabad, NCR Delhi, Uttar Pradesh, 201009",MBBS,Non-Resident Indian,OBC,831840,1313621,10,551552.0,R1
"Santosh Medical College and Hospital, Ghaziabad, No.1, Santosh Nagar, Ghaziabad, NCR Delhi, Uttar Pradesh, 201009",MBBS,Non-Resident Indian,SC,1037738,1240341,2,551552.0,R1
"Sarat Chandra Chattopadhya y Govt. Medical College & Hospital, Uluberia, ULU BERIA, DIST- HOWRAH, West Bengal, 711315",MBBS,All India,EWS,23703,24725,2,21044.6,R3
"Sarat Chandra Chattopadhya y Govt. Medical College & Hospital, Uluberia, ULU BERIA, DIST- HOWRAH, West Bengal, 711315",MBBS,All India,General,14310,21824,12,21044.6,R3
"Sarat Chandra Chattopadhya y Govt. Medical College & Hospital, Uluberia, ULU BERIA, DIST- HOWRAH, West Bengal, 711315",MBBS,All India,OBC,16611,23195,6,21044.6,R2
"Sarat Chandra Chattopadhya y Govt. Medical College & Hospital, Uluberia, ULU BERIA, DIST- HOWRAH, West Bengal, 711315",MBBS,All India,OBC PwD,967175,967175,1,21044.6,R1
"Sarat Chandra Chattopadhya y Govt. Medical College & Hospital, Uluberia, ULU BERIA, DIST- HOWRAH, West Bengal, 711315",MBBS,All India,SC,86559,122781,3,21044.6,R3
"Sarat Chandra Chattopadhya y Govt. Medical College & Hospital, Uluberia, ULU BERIA, DIST- HOWRAH, West Bengal, 711315",MBBS,All India,ST,133763,157936,3,21044.6,R1
"Saveetha Dental College, Chennai, Saveetha Dental College and Hospitals, 162, Poonamallee high road, Velapanchavadi, Chennai, Tamil Nadu, 600077",BDS,Deemed/Paid Seats Quota,EWS,371836,371836,1,315027.2,R1
"Saveetha Dental College, Chennai, Saveetha Dental College and Hospitals, 162, Poonamallee high road, Velapanchavadi, Chennai, Tamil Nadu, 600077",BDS,Deemed/Paid Seats Quota,General,27514,655596,75,315027.2,R1
"Saveetha Dental College, Chennai, Saveetha Dental College and Hospitals, 162, Poonamallee high road, Velapanchavadi, Chennai, Tamil Nadu, 600077",BDS,Deemed/Paid Seats Quota,OBC,93030,652217,32,315027.2,R1
"Saveetha Medical College, Chennai, Saveetha Nagar, Thandalam, Chennai, Tamil Nadu, 602105",MBBS,Deemed/Paid Seats Quota,General,94794,568054,131,347744.2,R1
"Saveetha Medical College, Chennai, Saveetha Nagar, Thandalam, Chennai, Tamil Nadu, 602105",MBBS,Deemed/Paid Seats Quota,OBC,80584,567628,129,347744.2,R1
"Saveetha Medical College, Chennai, Saveetha Nagar, Thandalam, Chennai, Tamil Nadu, 602105",MBBS,Deemed/Paid Seats Quota,SC,213914,551359,20,347744.2,R1
"School of Dental Sciences and KIMSDU, Karad, KARAD, DIST SATARA (MAHARASHTRA STATE) - 415110, Maharashtra, 415110",BDS,Deemed/Paid Seats Quota,EWS,174154,1008165,13,776301.4,R1
"School of Dental Sciences and KIMSDU, Karad, KARAD, DIST SATARA (MAHARASHTRA STATE) - 415110, Maharashtra, 415110",BDS,Deemed/Paid Seats Quota,General,99820,1045486,55,776301.4,R1
"School of Dental Sciences and KIMSDU, Karad, KARAD, DIST SATARA (MAHARASHTRA STATE) - 415110, Maharashtra, 415110",BDS,Deemed/Paid Seats Quota,OBC,341057,1044018,26,776301.4,R1
"School of Dental Sciences and KIMSDU, Karad, KARAD, DIST SATARA (MAHARASHTRA STATE) - 415110, Maharashtra, 415110",BDS,Deemed/Paid Seats Quota,SC,335023,1015722,8,776301.4,R1
"School of Dental Sciences and KIMSDU, Karad, KARAD, DIST SATARA (MAHARASHTRA STATE) - 415110, Maharashtra, 415110",BDS,Non-Resident Indian,General,629166,629166,1,776301.4,R3
"School of Dental Sciences and KIMSDU, Karad, KARAD, DIST SATARA (MAHARASHTRA STATE) - 415110, Maharashtra, 415110",BDS,Non-Resident Indian,OBC,583789,1370554,4,776301.4,R2
"Shaheed Nirmal Mahto Medical College & Hospital, Dhanbad, PO BCCL TOWNSHIP KOYLANAGAR DHANBAD, Jharkhand, 826005",MBBS,All India,EWS,15629,17184,2,13794.800000000001,R2
"Shaheed Nirmal Mahto Medical College & Hospital, Dhanbad, PO BCCL TOWNSHIP KOYLANAGAR DHANBAD, Jharkhand, 826005",MBBS,All India,General,8274,16279,7,13794.800000000001,R2
"Shaheed Nirmal Mahto Medical College & Hospital, Dhanbad, PO BCCL TOWNSHIP KOYLANAGAR DHANBAD, Jharkhand, 826005",MBBS,All India,OBC,7847,17470,9,13794.800000000001,R1
"Shaheed Nirmal Mahto Medical College & Hospital, Dhanbad, PO BCCL TOWNSHIP KOYLANAGAR DHANBAD, Jharkhand, 826005",MBBS,All India,OBC PwD,567200,567200,1,13794.800000000001,R1
"Shaheed Nirmal Mahto Medical College & Hospital, Dhanbad, PO BCCL TOWNSHIP KOYLANAGAR DHANBAD, Jharkhand, 826005",MBBS,All India,SC,66934,95156,4,13794.800000000001,R2
"Shaheed Nirmal Mahto Medical College & Hospital, Dhanbad, PO BCCL TOWNSHIP KOYLANAGAR DHANBAD, Jharkhand, 826005",MBBS,All India,ST,105027,105027,1,13794.800000000001,R2
"Sharad Pawar Dental College and Hospital, Wardha, Sawangi (Meghe), Wardha, Maharashtra State, INDIA, Maharashtra, 442107",BDS,Deemed/Paid Seats Quota,EWS,479197,1160743,9,819190.0,R1
"Sharad Pawar Dental College and Hospital, Wardha, Sawangi (Meghe), Wardha, Maharashtra State, INDIA, Maharashtra, 442107",BDS,Deemed/Paid Seats Quota,General,330714,1164658,39,819190.0,R1
"Sharad Pawar Dental College and Hospital, Wardha, Sawangi (Meghe), Wardha, Maharashtra State, INDIA, Maharashtra, 442107",BDS,Deemed/Paid Seats Quota,OBC,424375,1394835,54,819190.0,R1
"Sharad Pawar Dental College and Hospital, Wardha, Sawangi (Meghe), Wardha, Maharashtra State, INDIA, Maharashtra, 442107",BDS,Deemed/Paid Seats Quota,SC,653853,1367264,9,819190.0,R1
"Shri Atal Bihari Vajpayee Medical College & Research Institute, Bengaluru, SHIVAJINAGAR, BENGALURU, Karnataka, 560001",MBBS,All India,EWS,6856,10609,3,7045.4,R2
"Shri Atal Bihari Vajpayee Medical College & Research Institute, Bengaluru, SHIVAJINAGAR, BENGALURU, Karnataka, 560001",MBBS,All India,General,1560,7207,15,7045.4,R1
"Shri Atal Bihari Vajpayee Medical College & Research Institute, Bengaluru, SHIVAJINAGAR, BENGALURU, Karnataka, 560001",MBBS,All India,OBC,3692,12668,10,7045.4,R3
"Shri Atal Bihari Vajpayee Medical College & Research Institute, Bengaluru, SHIVAJINAGAR, BENGALURU, Karnataka, 560001",MBBS,All India,SC,29612,92953,10,7045.4,R1
"Shri Atal Bihari Vajpayee Medical College & Research Institute, Bengaluru, SHIVAJINAGAR, BENGALURU, Karnataka, 560001",MBBS,All India,ST,33247,87135,6,7045.4,R1
"Shri Sathya Sai Medical College and RI, Chennai, SBV Chennai Campus, Shri Sathya Sai Nagar, Ammapettai, Chennai, Tamil Nadu, 603108",MBBS,Deemed/Paid Seats Quota,EWS,596813,1151589,4,1081324.2,R1
"Shri Sathya Sai Medical College and RI, Chennai, SBV Chennai Campus, Shri Sathya Sai Nagar, Ammapettai, Chennai, Tamil Nadu, 603108",MBBS,Deemed/Paid Seats Quota,General,173319,1153150,75,1081324.2,R1
"Shri Sathya Sai Medical College and RI, Chennai, SBV Chennai Campus, Shri Sathya Sai Nagar, Ammapettai, Chennai, Tamil Nadu, 603108",MBBS,Deemed/Paid Seats Quota,OBC,441894,1330568,111,1081324.2,R1
"Shri Sathya Sai Medical College and RI, Chennai, SBV Chennai Campus, Shri Sathya Sai Nagar, Ammapettai, Chennai, Tamil Nadu, 603108",MBBS,Deemed/Paid Seats Quota,SC,855460,1332973,25,1081324.2,R1
"Shri Sathya Sai Medical College and RI, Chennai, SBV Chennai Campus, Shri Sathya Sai Nagar, Ammapettai, Chennai, Tamil Nadu, 603108",MBBS,Deemed/Paid Seats Quota,ST,932086,1323381,12,1081324.2,R1
"Shri Sathya Sai Medical College and Research Institute, Chennai, SBV Chennai Campus, Shri Sathya Sai Nagar, Ammapettai, Chennai, Tamil Nadu, 603108",MBBS,Deemed/Paid Seats Quota,EWS,427562,924185,4,668236.0,R2
"Shri Sathya Sai Medical College and Research Institute, Chennai, SBV Chennai Campus, Shri Sathya Sai Nagar, Ammapettai, Chennai, Tamil Nadu, 603108",MBBS,Deemed/Paid Seats Quota,General,257704,962788,80,668236.0,R2
"Shri Sathya Sai Medical College and Research Institute, Chennai, SBV Chennai Campus, Shri Sathya Sai Nagar, Ammapettai, Chennai, Tamil Nadu, 603108",MBBS,Deemed/Paid Seats Quota,OBC,221280,961512,75,668236.0,R2
"Shri Sathya Sai Medical College and Research Institute, Chennai, SBV Chennai Campus, Shri Sathya Sai Nagar, Ammapettai, Chennai, Tamil Nadu, 603108",MBBS,Deemed/Paid Seats Quota,SC,348372,932849,20,668236.0,R2
"Shri Sathya Sai Medical College and Research Institute, Chennai, SBV Chennai Campus, Shri Sathya Sai Nagar, Ammapettai, Chennai, Tamil Nadu, 603108",MBBS,Deemed/Paid Seats Quota,ST,484203,872163,7,668236.0,R2
"Siddartha Medical College, Vijayawada, Beside New Government General Hospital Gunadala Vijayawada, Andhra Pradesh, 520008",MBBS,All India,EWS,13326,20647,6,16952.600000000002,R2
"Siddartha Medical College, Vijayawada, Beside New Government General Hospital Gunadala Vijayawada, Andhra Pradesh, 520008",MBBS,All India,General,10304,18055,8,16952.600000000002,R2
"Siddartha Medical College, Vijayawada, Beside New Government General Hospital Gunadala Vijayawada, Andhra Pradesh, 520008",MBBS,All India,General PwD,632169,632169,1,16952.600000000002,R1
"Siddartha Medical College, Vijayawada, Beside New Government General Hospital Gunadala Vijayawada, Andhra Pradesh, 520008",MBBS,All India,OBC,9631,19679,16,16952.600000000002,R3
"Siddartha Medical College, Vijayawada, Beside New Government General Hospital Gunadala Vijayawada, Andhra Pradesh, 520008",MBBS,All India,SC,42411,113385,6,16952.600000000002,R1
"Siddartha Medical College, Vijayawada, Beside New Government General Hospital Gunadala Vijayawada, Andhra Pradesh, 520008",MBBS,All India,ST,134177,146633,2,16952.600000000002,R3
"Sree Balaji Dental College and Hospital, Chennai, VELACHERY MAIN ROAD, NARAYANAPURAM, PALLIKARANAI, CHENNAI - 600 100, Tamil Nadu, 600100",BDS,Deemed/Paid Seats Quota,General,146930,1160669,20,850762.8,R1
"Sree Balaji Dental College and Hospital, Chennai, VELACHERY MAIN ROAD, NARAYANAPURAM, PALLIKARANAI, CHENNAI - 600 100, Tamil Nadu, 600100",BDS,Deemed/Paid Seats Quota,OBC,209328,1330714,78,850762.8,R1
"Sree Balaji Dental College and Hospital, Chennai, VELACHERY MAIN ROAD, NARAYANAPURAM, PALLIKARANAI, CHENNAI - 600 100, Tamil Nadu, 600100",BDS,Deemed/Paid Seats Quota,SC,443865,1278648,7,850762.8,R1
"Sree Balaji Medical College and Hospital, Chennai, NO 7 WORKS ROAD CHROMEPET CHENNAI, Tamil Nadu, 600044",MBBS,Deemed/Paid Seats Quota,EWS,549099,1076341,4,771365.4,R3
"Sree Balaji Medical College and Hospital, Chennai, NO 7 WORKS ROAD CHROMEPET CHENNAI, Tamil Nadu, 600044",MBBS,Deemed/Paid Seats Quota,General,161820,1100567,124,771365.4,R1
"Sree Balaji Medical College and Hospital, Chennai, NO 7 WORKS ROAD CHROMEPET CHENNAI, Tamil Nadu, 600044",MBBS,Deemed/Paid Seats Quota,OBC,223861,1100219,158,771365.4,R1
"Sree Balaji Medical College and Hospital, Chennai, NO 7 WORKS ROAD CHROMEPET CHENNAI, Tamil Nadu, 600044",MBBS,Deemed/Paid Seats Quota,SC,435748,1103028,12,771365.4,R1
"Sree Balaji Medical College and Hospital, Chennai, NO 7 WORKS ROAD CHROMEPET CHENNAI, Tamil Nadu, 600044",MBBS,Deemed/Paid Seats Quota,ST,577595,1069409,6,771365.4,R1
"Sree Balaji Medical College and Hospital, Chennai, NO 7 WORKS ROAD CHROMEPET CHENNAI, Tamil Nadu, 600044",MBBS,Non-Resident Indian,General,888918,958314,2,771365.4,R1
"Sree Balaji Medical College and Hospital, Chennai, NO 7 WORKS ROAD CHROMEPET CHENNAI, Tamil Nadu, 600044",MBBS,Non-Resident Indian,OBC,974198,1390827,5,771365.4,R3
"Sree Balaji Medical College and Hospital, Chennai, NO 7 WORKS ROAD CHROMEPET CHENNAI, Tamil Nadu, 600044",MBBS,Non-Resident Indian,SC,1154627,1154627,1,771365.4,R3
"Sri Jagannath Medical College & Hospital, Puri, BALIGUALI SAMANGARA PURI PIN 752004 (ODISHA), Odisha, 752004",MBBS,All India,EWS,14049,19811,2,17284.0,R1
"Sri Jagannath Medical College & Hospital, Puri, BALIGUALI SAMANGARA PURI PIN 752004 (ODISHA), Odisha, 752004",MBBS,All India,GNYes,897947,897947,1,17284.0,R2
"Sri Jagannath Medical College & Hospital, Puri, BALIGUALI SAMANGARA PURI PIN 752004 (ODISHA), Odisha, 752004",MBBS,All India,General,7715,18421,10,17284.0,R1
"Sri Jagannath Medical College & Hospital, Puri, BALIGUALI SAMANGARA PURI PIN 752004 (ODISHA), Odisha, 752004",MBBS,All India,General PwD,573424,573424,1,17284.0,R1
"Sri Jagannath Medical College & Hospital, Puri, BALIGUALI SAMANGARA PURI PIN 752004 (ODISHA), Odisha, 752004",MBBS,All India,OBC,10287,19509,11,17284.0,R2
"Sri Jagannath Medical College & Hospital, Puri, BALIGUALI SAMANGARA PURI PIN 752004 (ODISHA), Odisha, 752004",MBBS,All India,SC,49182,90419,5,17284.0,R1
"Sri Jagannath Medical College & Hospital, Puri, BALIGUALI SAMANGARA PURI PIN 752004 (ODISHA), Odisha, 752004",MBBS,All India,ST,87766,108085,2,17284.0,R1
"Sri Lakshmi Narayana Inst. of Med. Scien., Puducherry, OSUDU, AGARAM VILLAGE, KOODAPAKKAM POST, VILLIANUR COMMUNE, PUDUCHERRY, Puducherry, 605502",MBBS,Deemed/Paid Seats Quota,EWS,685486,1094534,2,844564.8,R1
"Sri Lakshmi Narayana Inst. of Med. Scien., Puducherry, OSUDU, AGARAM VILLAGE, KOODAPAKKAM POST, VILLIANUR COMMUNE, PUDUCHERRY, Puducherry, 605502",MBBS,Deemed/Paid Seats Quota,GNYes,780966,780966,1,844564.8,R2
"Sri Lakshmi Narayana Inst. of Med. Scien., Puducherry, OSUDU, AGARAM VILLAGE, KOODAPAKKAM POST, VILLIANUR COMMUNE, PUDUCHERRY, Puducherry, 605502",MBBS,Deemed/Paid Seats Quota,General,282945,1160343,157,844564.8,R1
"Sri Lakshmi Narayana Inst. of Med. Scien., Puducherry, OSUDU, AGARAM VILLAGE, KOODAPAKKAM POST, VILLIANUR COMMUNE, PUDUCHERRY, Puducherry, 605502",MBBS,Deemed/Paid Seats Quota,OBC,198602,1253815,172,844564.8,R1
"Sri Lakshmi Narayana Inst. of Med. Scien., Puducherry, OSUDU, AGARAM VILLAGE, KOODAPAKKAM POST, VILLIANUR COMMUNE, PUDUCHERRY, Puducherry, 605502",MBBS,Deemed/Paid Seats Quota,SC,312958,1248912,43,844564.8,R1
"Sri Lakshmi Narayana Inst. of Med. Scien., Puducherry, OSUDU, AGARAM VILLAGE, KOODAPAKKAM POST, VILLIANUR COMMUNE, PUDUCHERRY, Puducherry, 605502",MBBS,Deemed/Paid Seats Quota,ST,609609,907466,3,844564.8,R1
"Sri Ramachandra Dental and Hospt., Chennai, No. 1 Ramachandra Nagar, Porur, Chennai., Tamil Nadu, 600116",BDS,Deemed/Paid Seats Quota,EWS,529152,529152,1,600376.0,R1
"Sri Ramachandra Dental and Hospt., Chennai, No. 1 Ramachandra Nagar, Porur, Chennai., Tamil Nadu, 600116",BDS,Deemed/Paid Seats Quota,General,160488,872373,36,600376.0,R1
"Sri Ramachandra Dental and Hospt., Chennai, No. 1 Ramachandra Nagar, Porur, Chennai., Tamil Nadu, 600116",BDS,Deemed/Paid Seats Quota,OBC,164848,874678,62,600376.0,R1
"Sri Ramachandra Dental and Hospt., Chennai, No. 1 Ramachandra Nagar, Porur, Chennai., Tamil Nadu, 600116",BDS,Deemed/Paid Seats Quota,SC,553983,791908,4,600376.0,R1
"Sri Ramachandra Dental and Hospt., Chennai, No. 1 Ramachandra Nagar, Porur, Chennai., Tamil Nadu, 600116",BDS,Deemed/Paid Seats Quota,ST,598346,795667,3,600376.0,R1
"Sri Ramachandra Med. College and Res. Inst., Chennai, No. One Ramachandra Nagar, ",MBBS,Deemed/Paid Seats Quota,General,192720,192720,1,192720.0,R1
"Sri Ramachandra Med. College and Res. Inst., Chennai, No. One Ramachandra Nagar, Porur, Chennai., Tamil Nadu, 600116",MBBS,Deemed/Paid Seats Quota,General,21169,323997,121,223454.0,R1
"Sri Ramachandra Med. College and Res. Inst., Chennai, No. One Ramachandra Nagar, Porur, Chennai., Tamil Nadu, 600116",MBBS,Deemed/Paid Seats Quota,OBC,71839,311243,111,223454.0,R1
"Sri Ramachandra Med. College and Res. Inst., Chennai, No. One Ramachandra Nagar, Porur, Chennai., Tamil Nadu, 600116",MBBS,Deemed/Paid Seats Quota,SC,195780,322367,8,223454.0,R1
"Sri Ramachandra Med. College and Res. Inst., Chennai, No. One Ramachandra Nagar, Porur, Chennai., Tamil Nadu, 600116",MBBS,Non-Resident Indian,General,387820,1146916,27,223454.0,R1
"Sri Ramachandra Med. College and Res. Inst., Chennai, No. One Ramachandra Nagar, Porur, Chennai., Tamil Nadu, 600116",MBBS,Non-Resident Indian,OBC,335467,1320358,17,223454.0,R1
"Sri Ramachandra Med. College and Res. Inst., Chennai, No. One Ramachandra Nagar, Porur, Chennai., Tamil Nadu, 600116",MBBS,Non-Resident Indian,SC,871523,871523,1,223454.0,R2
"Sri Siddhartha Academy T Begur, SRI SIDDHARTHA INSTITUTE OF MEDICAL SCIENCES AND RESEARCH CENTRE T BEGUR NELAMANGALA TALUK BANGALOR, Karnataka, 562123",MBBS,Deemed/Paid Seats Quota,EWS,234809,350706,9,296585.8,R1
"Sri Siddhartha Academy T Begur, SRI SIDDHARTHA INSTITUTE OF MEDICAL SCIENCES AND RESEARCH CENTRE T BEGUR NELAMANGALA TALUK BANGALOR, Karnataka, 562123",MBBS,Deemed/Paid Seats Quota,General,115502,365036,73,296585.8,R1
"Sri Siddhartha Academy T Begur, SRI SIDDHARTHA INSTITUTE OF MEDICAL SCIENCES AND RESEARCH CENTRE T BEGUR NELAMANGALA TALUK BANGALOR, Karnataka, 562123",MBBS,Deemed/Paid Seats Quota,OBC,176823,360779,70,296585.8,R1
"Sri Siddhartha Academy T Begur, SRI SIDDHARTHA INSTITUTE OF MEDICAL SCIENCES AND RESEARCH CENTRE T BEGUR NELAMANGALA TALUK BANGALOR, Karnataka, 562123",MBBS,Deemed/Paid Seats Quota,SC,236199,364046,9,296585.8,R1
"Sri Siddhartha Academy T Begur, SRI SIDDHARTHA INSTITUTE OF MEDICAL SCIENCES AND RESEARCH CENTRE T BEGUR NELAMANGALA TALUK BANGALOR, Karnataka, 562123",MBBS,Deemed/Paid Seats Quota,ST,294746,363616,2,296585.8,R1
"Sri Siddhartha Academy T Begur, SRI SIDDHARTHA INSTITUTE OF MEDICAL SCIENCES AND RESEARCH CENTRE T BEGUR NELAMANGALA TALUK BANGALOR, Karnataka, 562123",MBBS,Non-Resident Indian,General,677394,1089054,5,296585.8,R2
"Sri Siddhartha Academy T Begur, SRI SIDDHARTHA INSTITUTE OF MEDICAL SCIENCES AND RESEARCH CENTRE T BEGUR NELAMANGALA TALUK BANGALOR, Karnataka, 562123",MBBS,Non-Resident Indian,OBC,538615,1382887,16,296585.8,R1
"Sri Siddhartha Academy T Begur, SRI SIDDHARTHA INSTITUTE OF MEDICAL SCIENCES AND RESEARCH CENTRE T BEGUR NELAMANGALA TALUK BANGALOR, Karnataka, 562123",MBBS,Non-Resident Indian,SC,977123,1278394,5,296585.8,R2
"Sri Siddhartha DentalCollege, Tumkur, AGALAKOTE B H ROAD TUMKUR, Karnataka, 572107",BDS,Deemed/Paid Seats Quota,EWS,380525,784291,5,686220.8,R1
"Sri Siddhartha DentalCollege, Tumkur, AGALAKOTE B H ROAD TUMKUR, Karnataka, 572107",BDS,Deemed/Paid Seats Quota,General,194292,991083,17,686220.8,R1
